id	path	line	end	name	signature	kind	va	body_sha256	status	casts	unions	gotos	address	owner	outside	varargs	reuse	stack	bounds	note
src/SOURCE/CURSOR.cpp:advManager::DrawCursor(void)#1	src/SOURCE/CURSOR.cpp	104	282	advManager::DrawCursor	(void)	cpp	0x004334da	1bf8a7eb723e216565242d24b1491c1b3b41000d8c75e5c47e654d32f52e171d	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: O04 removes four cross-scalar speed accesses. S28 two flagDrawn locals are assigned but unread. B43 hero/type/color/frame/map-cell domains and icon clipping/boat-flag NOCLIP rely on valid resources/context; no cast or owner-recovery arithmetic appears.
src/SOURCE/CURSOR.cpp:advManager::DrawCursorShadow(void)#1	src/SOURCE/CURSOR.cpp	285	360	advManager::DrawCursorShadow	(void)	cpp	0x00433ab7	a5bbf0c495ea0649d303849405d1f6ecd39f262dacd9e7929fd257fd8ef33243	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Shadow frame/flip derivation and draw offsets are real animation/coordinate roles. B43 cursor frame, hero type and underlying icon/framebuffer contracts remain; fixed drawing viewport alone does not prove source frame extents.
src/SOURCE/CURSOR.cpp:advManager::GetCursorBaseFrame(MapDirection direction)#1	src/SOURCE/CURSOR.cpp	363	378	advManager::GetCursorBaseFrame	(MapDirection direction)	cpp	0x00433dde	fd7904d1e19bc2bdb8f4d728f01a47e84f694c2080de6926d0ea1e9c283a5e3e	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Direction-to-frame mapping indexes horse/boat frame tables using direction0..7; B43 callers must establish that domain. No local aggregate or unrelated variable reuse.
src/SOURCE/CURSOR.cpp:advManager::TurnTo(MapDirection direction)#1	src/SOURCE/CURSOR.cpp	381	425	advManager::TurnTo	(MapDirection direction)	cpp	0x00433e2c	837bd9524cbe736e7b3815eb1a05042344834b7cbdd963ca88fed4ff0118bcdc	reviewed	retain	absent	absent	absent	absent	applied	absent	absent	absent	open	O04 real speed array applied at four accesses with native/retail proof, including private double1.5. Explicit floating-to-i32 conversion preserves truncated delay. B43 direction/frame table and preference speed domains remain; tick/deadline locals retain one timing role.
src/SOURCE/CURSOR.cpp:advManager::GetMoveShowIt(hero * movingHero,MapDirection direction)#1	src/SOURCE/CURSOR.cpp	428	444	advManager::GetMoveShowIt	(hero * movingHero,MapDirection direction)	cpp	0x0043403f	7a621b0a71e013ab94c66549016db83221297b67b3acf5f0a42af7513d3bbae3	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Visibility decision computes direction-shifted coordinates then calls MapExtraPosAndAdjacentsSet. Complete helper review proves its first raw mapExtra read precedes coordinate checks, so current/destination world bounds and direction/hero contracts remain B43. No artificial aggregation or casts.
src/SOURCE/CURSOR.cpp:advManager::MoveHero(MapDirection direction,i32 stopAfterMove,i32 * eventX,i32 * eventY,i32 * outOfMobility,i32 processEvent,i32 * adjacentMonster,i32 forceMove)#1	src/SOURCE/CURSOR.cpp	447	869	advManager::MoveHero	(MapDirection direction,i32 stopAfterMove,i32 * eventX,i32 * eventY,i32 * outOfMobility,i32 processEvent,i32 * adjacentMonster,i32 forceMove)	cpp	0x004340ca	f23df9caa860365dab2ad1a5433a96435363a88ea38810248531793f0d0496f6	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: O04 three real-array accesses applied. G25 movementDone/stoppingEvent/adjacentDone joins need complete structured-source matrices. R02 step_a spans boat search, animation loops, terrain and resource lookup. B43 GetCell clamps invalid destinations to cell0,0, so that lookup is not an out-of-object access; direction/terrain/speed domains and failed boat search forming/dereferencing boats[48] remain. Narrowing casts encode real map/wire fields.
src/SOURCE/CURSOR.cpp:advManager::CheckAdjacentMon(i32 * adjacentMonster)#1	src/SOURCE/CURSOR.cpp	872	916	advManager::CheckAdjacentMon	(i32 * adjacentMonster)	cpp	0x004351c5	d41b5bcb4233e739f26145a1773db1ca90a46fa1e4f6b1021a5093e07c991f0b	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Separate hero/monster cells and coordinate output scalars have real roles. Success from FindAdjacentMonster precedes reading monsterX/Y; B43 current-hero/map/context and returned-cell contracts remain.
src/SOURCE/CURSOR.cpp:advManager::ValidMoveWithEvent(hero * movingHero,MapDirection direction)#1	src/SOURCE/CURSOR.cpp	919	950	advManager::ValidMoveWithEvent	(hero * movingHero,MapDirection direction)	cpp	0x0043531b	acffa09647774b3bd76ad580cad5780f3a3883fc632b14c55054b44294d2a8a0	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Checks destination x/y within MAP_WIDTH/HEIGHT before GetCell. B43 direction table is read before that guard and hero-interaction object metadata selects a hero without a local index guard. No fake pointer arithmetic.
src/SOURCE/CURSOR.cpp:advManager::ValidMove(MapDirection direction,i32 eventMode)#1	src/SOURCE/CURSOR.cpp	953	1033	advManager::ValidMove	(MapDirection direction,i32 eventMode)	cpp	0x00435431	0e2bb7b0f58a02109ef0efb9ca00a92972d723a9ac441196842f4e5490251dbd	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Destination origin checks imply valid destination center. Diagonal water checks mix individually valid current/destination coordinates; north neighbor shares current Y. B43 direction/terrain domains, current cursor context and south-neighbor coordinates need remaining caller proof. Locals describe real coordinate transforms.
src/SOURCE/CURSOR.cpp:advManager::MoveOrigin(i32 directionX,i32 directionY)#1	src/SOURCE/CURSOR.cpp	1036	1068	advManager::MoveOrigin	(i32 directionX,i32 directionY)	cpp	0x00435888	92eb6a4ea6de1ac6f1fcc859521c3baf87541ef8136aebeda350a27474f82f84	reviewed	absent	absent	absent	absent	absent	absent	absent	retain	absent	open	Parameters are converted from requested delta to compensating cursor delta, the same coordinate-transform role rather than unrelated reuse. Current/previous cursor map positions must be valid (B43); the previous-position sentinel guards its lookup.
src/SOURCE/CURSOR.cpp:advManager::ProcessMapChange(SMapChange change)#1	src/SOURCE/CURSOR.cpp	1071	1232	advManager::ProcessMapChange	(SMapChange change)	cpp	0x00435ad8	1c486b613ef8c4c50915704ee9ab3c5401177ab0df8ceeab82018b1f0b0a91f7	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: U01/SMapChange union distinguishes movement enum from wire bytes in a real11-byte tagged message. B43 invalid player is skipped but dispatch continues; hero/id/xy/direction and player-name indices are unchecked received fields. Scalars are actual MoveHero outputs, not padding.
src/SOURCE/CURSOR.cpp:advManager::ProcessIncomingSingleMapChange(SMapChange * incoming)#1	src/SOURCE/CURSOR.cpp	1235	1268	advManager::ProcessIncomingSingleMapChange	(SMapChange * incoming)	cpp	0x004361dd	9f879a52e00de1bd4bca5dbe778225928e2addd2efae31ff877f80613d6e5d7c	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: G26 retryInsert/duplicateChange joins and S28 final unread ++slot need structural/native experiments. Both queue scans index0..195; incoming11-byte record and sequence contract remain B43/B41. Queue-full retry unwinds one real entry.
src/SOURCE/CURSOR.cpp:advManager::ProcessIncomingGroupMapChange(char * incomingData)#1	src/SOURCE/CURSOR.cpp	1271	1290	advManager::ProcessIncomingGroupMapChange	(char * incomingData)	cpp	0x00436366	554ede133c66fc99997877e219f6aaa75389555ae2a799b81891e34fb1be7550	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	open	open	Real four-record44-byte heap copy is traversed3..0. S28 processed is assigned but unread. Allocation cast is natural; B41/B43 the char* input carries no length and caller receive path must establish44 initialized bytes.
src/SOURCE/CURSOR.cpp:advManager::PurgeMapChangeQueue(void)#1	src/SOURCE/CURSOR.cpp	1293	1300	advManager::PurgeMapChangeQueue	(void)	cpp	0x0043640d	ca7e1070badd12dcab05b77defcb8de2581f859c16853a364cb23ad116e05fff	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	retain	Both loops fit declared196/4-record arrays. Clearing only the type tags intentionally invalidates entries; stale fields are not fake aggregate members.
src/SOURCE/CURSOR.cpp:advManager::UnwindMapChangeQueue(i32 maximumToUnwind,i32 processChanges)#1	src/SOURCE/CURSOR.cpp	1303	1348	advManager::UnwindMapChangeQueue	(i32 maximumToUnwind,i32 processChanges)	cpp	0x0043646b	8b0ce6d0c647ecbb093fdf9b96000f3f1a44ef1f1d020ae8eba588252e9c9011	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Fixed196-entry scans and guarded pos1!= -1 prevent local out-of-range indexing. queueCount/unwoundChanges/lowestSequence are actual selection state. Sentinel999999999 and received signed sequence arithmetic remain B43 protocol-domain concerns.
src/SOURCE/CURSOR.cpp:SendMapChange(MapChangeType type,i8 id,u8 x,u8 y,i32 player,u8 stopAfterMove,u8 direction)#1	src/SOURCE/CURSOR.cpp	1351	1392	SendMapChange	(MapChangeType type,i8 id,u8 x,u8 y,i32 player,u8 stopAfterMove,u8 direction)	cpp	0x00436620	ea362b989a41087b141db50596a93d2b8e96b59b91bc67e22c3a8c9fc86c146c	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Real11-byte stack record is fully initialized; wire casts encode byte fields and char* conversion serves TransmitRemoteData's byte interface. U01 tagged views retained. memmove shifts33 bytes inside44-byte history;44-byte send fits remote payload. Player/map/id domains and signed sequence growth remain B43.
src/SOURCE/Campaign.cpp:game::HandleCampaignWin(void)#1	src/SOURCE/Campaign.cpp	124	280	game::HandleCampaignWin	(void)	cpp	0x00421f00	c985abbac2d3c17fcd989593b35f0301bc555441b78d31e01abc9cbeb422ade3	reviewed	applied	absent	absent	absent	absent	absent	absent	absent	absent	open	C70 scenario-assignment cast removed after2-arm1264-byte matrix and combined98-object native proof. B85 real2x12 enabled table cleared and fixed per-side map flags written; final scan covers2x11, may leave scenario=-1 if none enabled. Real five-slot carryover army/12 awards and valid side0/1, scenario/map/hero contracts; no fake aggregate, manual varargs or unrelated local reuse. Full1264 bytes/sites/ordered59 targets pass.
src/SOURCE/Campaign.cpp:game::PlayPreScenarioSmacker(CampaignSide side,i32 map)#1	src/SOURCE/Campaign.cpp	283	383	game::PlayPreScenarioSmacker	(CampaignSide side,i32 map)	cpp	0x004223f0	e4e4e37fa34e539c17e5fdeb258fd59f3b283b6003b39a6b08394fabafc24eed	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	B85 input side/map select actual campaign resource switches; map+1 and completed-side lookup require valid campaign domains. No local buffer, written cast, manual varargs, artificial address/owner recovery, goto or fake aggregate. Full738 bytes/sites/ordered60 targets pass; trailing-table decoder size-only diagnostic is not code divergence.
src/SOURCE/Campaign.cpp:game::ShowCampaignInfo(i32 viewOnly,i32)#1	src/SOURCE/Campaign.cpp	386	478	game::ShowCampaignInfo	(i32 viewOnly,i32)	cpp	0x004226d2	fd8129b03ec08d8841e2aa6eeb6b44cd06238d2dc6a1172bf8beb0f0a3922b2d	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: TrackType cast decodes true shared enum; tag_message union follows widget commands. Real2x13x2 trackXY; guard uses viewing side while coordinates choose starting/current side, so positions/resource frames need contract. Logical map12 clamped11 before widget creation. S64 overwritten trackWidget NULL removal2-arm changes1034 to1027; retain. B85 window/interface restoration, global campWin dangling after delete, text lifetime and valid side/map/resources remain. All1034 bytes/ordinary targets pass; existing privateEH+6 and except-list+c,+14,+400 retail model gap remains.
src/SOURCE/Campaign.cpp:game::CampaignInfoUpdate(i32 redraw)#1	src/SOURCE/Campaign.cpp	481	689	game::CampaignInfoUpdate	(i32 redraw)	cpp	0x00422adc	54354137dafba20dbcea2800cfdd54e265065a8f33f6fe7dc2f99bdd70f9ecfd	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: B85 actual retail13-iteration load of2x12 enabled array before map<11 guard: map12 reads next row0 for side0 or score low byte atgame+ba for side1. Do not widen/guard silently. Real tagged5-byte SCampaignChoice and widget message union. R23 complete4-arm award/choice/track counter splits all change2268-byte text; retain. Pinned24 names/descriptions, all12-award total199/768, choice formats<=34/768, army scratch22/52, percent-free alignment and all72 choice domains pass. Live index/choice/widget-text domains remain. Full2268 bytes/sites/ordered196 targets pass.
src/SOURCE/Campaign.cpp:CampaignHandler(struct tag_message & message)#1	src/SOURCE/Campaign.cpp	692	804	CampaignHandler	(struct tag_message & message)	cpp	0x004233b8	2dc4e77ca47616770a0830d1442368b528369d47976ceeb35d4e4824d59de925	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: C70 two assignment casts removed with4-arm1162-byte product and all98 native proof. Widget/command switches bound decoded map0..11 and choice0..2; real message union retained. B85 retail switch-side write uses enabled[scenario4][side0/1], reaches existing game paddingd2/d3 outside enabled subobject but inside game. Wrong axes not silently transposed. R23 map/award role split2 arms changes1162-byte text; retain. Live side/map, timeout/music/resource/window contracts remain. Full1162 bytes/sites/ordered74 targets pass.
