source_file	source_enum	source_line	starting_members	retained_members	reused_or_moved_members	reason	members
src/SOURCE/Campaign.cpp	CampaignBonusHeroPosition	98	2	2	0	Campaign starting armies, movie IDs, zero-based map indices, one-based scenario numbers, bonus slots and track transforms are distinct catalogs/units.	"[{""name"":""CAMPAIGN_BONUS_HERO_FIRST"",""retail"":0,""strict"":0},{""name"":""CAMPAIGN_BONUS_HERO_SECOND"",""retail"":1,""strict"":1}]"
src/SOURCE/Campaign.cpp	CampaignTrackType	103	7	7	0	Campaign starting armies, movie IDs, zero-based map indices, one-based scenario numbers, bonus slots and track transforms are distinct catalogs/units.	"[{""name"":""ROLAND_TO_ROLAND"",""retail"":0,""strict"":0},{""name"":""ROLAND_TO_ARCHIBALD"",""retail"":1,""strict"":1},{""name"":""ARCHIBALD_TO_ROLAND"",""retail"":2,""strict"":2},{""name"":""ARCHIBALD_TO_ARCHIBALD"",""retail"":3,""strict"":3},{""name"":""SWITCH_TO_ROLAND"",""retail"":4,""strict"":4},{""name"":""SWITCH_TO_ARCHIBALD_COMPLETE"",""retail"":5,""strict"":5},{""name"":""SWITCH_TO_ARCHIBALD_OPEN"",""retail"":6,""strict"":6}]"
src/SOURCE/Campaign.cpp	CampaignTrackConstant	113	7	7	0	Campaign starting armies, movie IDs, zero-based map indices, one-based scenario numbers, bonus slots and track transforms are distinct catalogs/units.	"[{""name"":""TRACK_X"",""retail"":0,""strict"":0},{""name"":""TRACK_Y"",""retail"":1,""strict"":1},{""name"":""TRACK_ICON_FILL_COLOR"",""retail"":1,""strict"":1},{""name"":""TRACK_SELECTED_FRAME_ONE_STEP"",""retail"":3,""strict"":3},{""name"":""TRACK_SELECTED_FRAME_TWO_STEPS"",""retail"":6,""strict"":6},{""name"":""TRACK_SELECTED_FRAME_THREE_STEPS"",""retail"":9,""strict"":9},{""name"":""TRACK_SELECTED_FRAME_FOUR_STEPS"",""retail"":12,""strict"":12}]"
src/SOURCE/Castle.cpp	CastleControl	26	19	18	1	Castle control IDs, status frames, help text and background layout are distinct; share only reserved modal IDs.	"[{""name"":""CONTROL_BUILDING_OVERLAY_FIRST"",""retail"":400,""strict"":400},{""name"":""CONTROL_STATUS_FIRST"",""retail"":500,""strict"":500},{""name"":""CONTROL_BUILDING_NAME_FIRST"",""retail"":600,""strict"":600},{""name"":""CONTROL_BUILDING_ICON_FIRST"",""retail"":700,""strict"":700},{""name"":""CONTROL_BUILDING_BUTTON_FIRST"",""retail"":800,""strict"":800},{""name"":""CONTROL_HERO_FIRST"",""retail"":900,""strict"":900},{""name"":""CONTROL_RECRUIT_FIRST"",""retail"":902,""strict"":902},{""name"":""CONTROL_CAPTAIN_ICON"",""retail"":1100,""strict"":1100},{""name"":""CONTROL_CAPTAIN_OVERLAY"",""retail"":1101,""strict"":1101},{""name"":""CONTROL_CAPTAIN_BUTTON"",""retail"":1102,""strict"":1102},{""name"":""CONTROL_CAPTAIN_STATS"",""retail"":1104,""strict"":1104},{""name"":""CONTROL_CAPTAIN_VALUES"",""retail"":1105,""strict"":1105},{""name"":""CONTROL_CAPTAIN_FLAG"",""retail"":1106,""strict"":1106},{""name"":""CONTROL_CAPTAIN_FORMATION_SPREAD_INACTIVE"",""retail"":213,""strict"":213},{""name"":""CONTROL_CAPTAIN_FORMATION_SPREAD"",""retail"":214,""strict"":214},{""name"":""CONTROL_CAPTAIN_FORMATION_GROUPED_INACTIVE"",""retail"":215,""strict"":215},{""name"":""CONTROL_CAPTAIN_FORMATION_GROUPED"",""retail"":216,""strict"":216},{""name"":""CONTROL_STATUS_TEXT"",""retail"":502,""strict"":502},{""name"":""CONTROL_CLOSE"",""retail"":30720,""strict"":30720,""target"":{""file"":""include/BASE/dialog.h"",""enum"":""DialogButtonId"",""name"":""DIALOG_BUTTON_0""},""reason"":""Reserved button ID carried unchanged by window records, widget selection and modal results.""}]"
src/SOURCE/Castle.cpp	CastleWidgetFrame	48	6	6	0	Castle control IDs, status frames, help text and background layout are distinct; share only reserved modal IDs.	"[{""name"":""FRAME_NONE"",""retail"":-1,""strict"":-1},{""name"":""FRAME_AVAILABLE"",""retail"":1,""strict"":1},{""name"":""FRAME_UNAVAILABLE"",""retail"":2,""strict"":2},{""name"":""FRAME_BUILT"",""retail"":11,""strict"":11},{""name"":""FRAME_CANNOT_BUILD"",""retail"":12,""strict"":12},{""name"":""FRAME_CANNOT_AFFORD"",""retail"":13,""strict"":13}]"
src/SOURCE/Castle.cpp	CastleInfoText	57	16	16	0	Castle control IDs, status frames, help text and background layout are distinct; share only reserved modal IDs.	"[{""name"":""INFO_BUILD_MAGE_GUILD"",""retail"":0,""strict"":0},{""name"":""INFO_MAGE_GUILD_MAX_LEVEL"",""retail"":1,""strict"":1},{""name"":""INFO_CANNOT_AFFORD_MAGE_LEVEL"",""retail"":2,""strict"":2},{""name"":""INFO_ADD_MAGE_GUILD_LEVEL"",""retail"":3,""strict"":3},{""name"":""INFO_ALREADY_BUILT"",""retail"":4,""strict"":4},{""name"":""INFO_CANNOT_BUILD"",""retail"":5,""strict"":5},{""name"":""INFO_CANNOT_AFFORD"",""retail"":6,""strict"":6},{""name"":""INFO_BUILD"",""retail"":7,""strict"":7},{""name"":""INFO_CANNOT_AFFORD_HERO"",""retail"":8,""strict"":8},{""name"":""INFO_TOO_MANY_HEROES"",""retail"":9,""strict"":9},{""name"":""INFO_TOWN_OCCUPIED"",""retail"":10,""strict"":10},{""name"":""INFO_RECRUIT_HERO"",""retail"":11,""strict"":11},{""name"":""INFO_EXIT"",""retail"":12,""strict"":12},{""name"":""INFO_OPTIONS"",""retail"":13,""strict"":13},{""name"":""INFO_GROUPED_FORMATION"",""retail"":14,""strict"":14},{""name"":""INFO_SPREAD_FORMATION"",""retail"":15,""strict"":15}]"
src/SOURCE/Castle.cpp	CastleConstant	76	23	23	0	Castle control IDs, status frames, help text and background layout are distinct; share only reserved modal IDs.	"[{""name"":""CAPTAIN_STAT_LINE_CAPACITY"",""retail"":200,""strict"":200},{""name"":""INTERFACE_X"",""retail"":18,""strict"":18},{""name"":""INTERFACE_Y"",""retail"":463,""strict"":463},{""name"":""INTERFACE_WIDTH"",""retail"":604,""strict"":604},{""name"":""INTERFACE_HEIGHT"",""retail"":16,""strict"":16},{""name"":""BACKGROUND_LEFT"",""retail"":458,""strict"":458},{""name"":""BACKGROUND_TOP"",""retail"":0,""strict"":0},{""name"":""BACKGROUND_TERRAIN_FIRST_ROW"",""retail"":5,""strict"":5},{""name"":""BACKGROUND_TERRAIN_LAST_ROW"",""retail"":6,""strict"":6},{""name"":""BACKGROUND_TOWN_FIRST_ROW"",""retail"":2,""strict"":2},{""name"":""BACKGROUND_TOWN_LAST_ROW"",""retail"":5,""strict"":5},{""name"":""BACKGROUND_FIRST_COLUMN"",""retail"":4,""strict"":4},{""name"":""BACKGROUND_LAST_COLUMN"",""retail"":8,""strict"":8},{""name"":""BACKGROUND_TOP_CENTER_COLUMN"",""retail"":6,""strict"":6},{""name"":""BACKGROUND_TILE_SIZE"",""retail"":32,""strict"":32},{""name"":""BACKGROUND_FILL_COLOR"",""retail"":1,""strict"":1},{""name"":""EXPANSION_OVERLAY_X"",""retail"":149,""strict"":149},{""name"":""EXPANSION_OVERLAY_Y"",""retail"":157,""strict"":157},{""name"":""EXPANSION_OVERLAY_WIDTH"",""retail"":137,""strict"":137},{""name"":""EXPANSION_OVERLAY_HEIGHT"",""retail"":72,""strict"":72},{""name"":""TERRAIN_ICON_COLUMNS"",""retail"":5,""strict"":5},{""name"":""TERRAIN_ICON_FRAMES"",""retail"":2,""strict"":2},{""name"":""RACE_ICON_FRAMES"",""retail"":32,""strict"":32}]"
src/SOURCE/DRAWING.cpp	CombatDrawLayer	26	10	8	2	Combat layers, text tables, modifier artwork and coordinate tuples retain distinct indices; castle grid rows and framebuffer height are shared.	"[{""name"":""DRAW_FIRST_LAYER"",""retail"":0,""strict"":0},{""name"":""DRAW_LAYER_COUNT"",""retail"":9,""strict"":9},{""name"":""DRAW_RIGHT_HERO_LAYER"",""retail"":1,""strict"":1},{""name"":""DRAW_LEFT_HERO_LAYER"",""retail"":2,""strict"":2},{""name"":""DRAW_WALL_TOP_LAYER"",""retail"":4,""strict"":4},{""name"":""DRAW_WALL_MIDDLE_LAYER"",""retail"":5,""strict"":5},{""name"":""DRAW_GATE_LAYER"",""retail"":6,""strict"":6},{""name"":""DRAW_CATAPULT_LAYER"",""retail"":7,""strict"":7},{""name"":""DRAW_CASTLE_GATE_ROW"",""retail"":4,""strict"":4,""target"":{""file"":""include/SOURCE/combatManager.h"",""enum"":""CombatGridConstant"",""name"":""COMBAT_CASTLE_GATE_ROW""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: COMBAT_CASTLE_GATE_ROW.""},{""name"":""DRAW_CASTLE_REVERSE_ROW"",""retail"":5,""strict"":5,""target"":{""file"":""include/SOURCE/combatManager.h"",""enum"":""CombatGridConstant"",""name"":""COMBAT_CASTLE_REVERSE_ROW""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: COMBAT_CASTLE_REVERSE_ROW.""}]"
src/SOURCE/DRAWING.cpp	CombatSmallViewText	40	9	9	0	Combat layers, text tables, modifier artwork and coordinate tuples retain distinct indices; castle grid rows and framebuffer height are shared.	"[{""name"":""SMALL_VIEW_TEXT_QUANTITY_PLURAL"",""retail"":0,""strict"":0},{""name"":""SMALL_VIEW_TEXT_QUANTITY_SINGULAR"",""retail"":1,""strict"":1},{""name"":""SMALL_VIEW_TEXT_ATTACK"",""retail"":2,""strict"":2},{""name"":""SMALL_VIEW_TEXT_DEFENSE"",""retail"":3,""strict"":3},{""name"":""SMALL_VIEW_TEXT_HIT_POINTS"",""retail"":4,""strict"":4},{""name"":""SMALL_VIEW_TEXT_DAMAGE"",""retail"":5,""strict"":5},{""name"":""SMALL_VIEW_TEXT_MORALE"",""retail"":6,""strict"":6},{""name"":""SMALL_VIEW_TEXT_LUCK"",""retail"":7,""strict"":7},{""name"":""SMALL_VIEW_TEXT_SHOTS"",""retail"":8,""strict"":8}]"
src/SOURCE/DRAWING.cpp	CombatSmallViewModifierFrame	52	6	6	0	Combat layers, text tables, modifier artwork and coordinate tuples retain distinct indices; castle grid rows and framebuffer height are shared.	"[{""name"":""SMALL_VIEW_BAD_LUCK_FRAME"",""retail"":0,""strict"":0},{""name"":""SMALL_VIEW_GOOD_LUCK_FRAME"",""retail"":1,""strict"":1},{""name"":""SMALL_VIEW_NEUTRAL_LUCK_FRAME"",""retail"":2,""strict"":2},{""name"":""SMALL_VIEW_BAD_MORALE_FRAME"",""retail"":3,""strict"":3},{""name"":""SMALL_VIEW_GOOD_MORALE_FRAME"",""retail"":4,""strict"":4},{""name"":""SMALL_VIEW_NEUTRAL_MORALE_FRAME"",""retail"":5,""strict"":5}]"
src/SOURCE/DRAWING.cpp	CombatMessageText	61	12	12	0	Combat layers, text tables, modifier artwork and coordinate tuples retain distinct indices; castle grid rows and framebuffer height are shared.	"[{""name"":""MESSAGE_TEXT_DEFAULT"",""retail"":0,""strict"":0},{""name"":""MESSAGE_TEXT_MOVE"",""retail"":1,""strict"":1},{""name"":""MESSAGE_TEXT_FLY"",""retail"":2,""strict"":2},{""name"":""MESSAGE_TEXT_ATTACK"",""retail"":3,""strict"":3},{""name"":""MESSAGE_TEXT_SHOOT"",""retail"":4,""strict"":4},{""name"":""MESSAGE_TEXT_HERO_OPTIONS"",""retail"":5,""strict"":5},{""name"":""MESSAGE_TEXT_OPPOSING_HERO"",""retail"":6,""strict"":6},{""name"":""MESSAGE_TEXT_VIEW_INFO"",""retail"":7,""strict"":7},{""name"":""MESSAGE_TEXT_NO_SHOTS"",""retail"":8,""strict"":8},{""name"":""MESSAGE_TEXT_CAPTAIN_OPTIONS"",""retail"":9,""strict"":9},{""name"":""MESSAGE_TEXT_OPPOSING_CAPTAIN"",""retail"":10,""strict"":10},{""name"":""MESSAGE_TEXT_BALLISTA"",""retail"":11,""strict"":11}]"
src/SOURCE/DRAWING.cpp	CombatDrawingConstant	76	12	11	1	Combat layers, text tables, modifier artwork and coordinate tuples retain distinct indices; castle grid rows and framebuffer height are shared.	"[{""name"":""FULL_SCREEN_HEIGHT"",""retail"":480,""strict"":480,""target"":{""file"":""include/BASE/display.h"",""enum"":""LogicalScreenConstant"",""name"":""LOGICAL_SCREEN_HEIGHT""},""reason"":""Same fixed logical framebuffer dimension or inclusive framebuffer bound.""},{""name"":""DRAWBRIDGE_TOWER_FRAME_BASE"",""retail"":21,""strict"":21},{""name"":""WALL_COORDINATE_COUNT"",""retail"":8,""strict"":8},{""name"":""WALL_FRAME_OFFSET_COUNT"",""retail"":7,""strict"":7},{""name"":""TOP_TOWER_BASE_FRAME"",""retail"":5,""strict"":5},{""name"":""SECOND_TOWER_BASE_FRAME"",""retail"":6,""strict"":6},{""name"":""THIRD_TOWER_BASE_FRAME"",""retail"":7,""strict"":7},{""name"":""BOTTOM_TOWER_BASE_FRAME"",""retail"":8,""strict"":8},{""name"":""GATE_VISIBLE_FRAME"",""retail"":4,""strict"":4},{""name"":""DRAWBRIDGE_TOP_CLIP_OFFSET"",""retail"":9,""strict"":9},{""name"":""DRAWBRIDGE_BOTTOM_CLIP_OFFSET"",""retail"":5,""strict"":5},{""name"":""SPELL_POSITION_AXIS_COUNT"",""retail"":2,""strict"":2}]"
src/SOURCE/DRAWING.cpp	CombatWallCoordinateIndex	91	8	8	0	Combat layers, text tables, modifier artwork and coordinate tuples retain distinct indices; castle grid rows and framebuffer height are shared.	"[{""name"":""WALL_TOP_X"",""retail"":0,""strict"":0},{""name"":""WALL_TOP_Y"",""retail"":1,""strict"":1},{""name"":""WALL_SECOND_X"",""retail"":2,""strict"":2},{""name"":""WALL_SECOND_Y"",""retail"":3,""strict"":3},{""name"":""WALL_THIRD_X"",""retail"":4,""strict"":4},{""name"":""WALL_THIRD_Y"",""retail"":5,""strict"":5},{""name"":""WALL_BOTTOM_X"",""retail"":6,""strict"":6},{""name"":""WALL_BOTTOM_Y"",""retail"":7,""strict"":7}]"
src/SOURCE/DRAWING.cpp	CombatSmallViewStatRow	102	6	6	0	Combat layers, text tables, modifier artwork and coordinate tuples retain distinct indices; castle grid rows and framebuffer height are shared.	"[{""name"":""STAT_ROW_ATTACK"",""retail"":0,""strict"":0},{""name"":""STAT_ROW_DEFENSE"",""retail"":1,""strict"":1},{""name"":""STAT_ROW_HIT_POINTS"",""retail"":2,""strict"":2},{""name"":""STAT_ROW_DAMAGE"",""retail"":3,""strict"":3},{""name"":""STAT_ROW_MORALE"",""retail"":4,""strict"":4},{""name"":""STAT_ROW_LUCK"",""retail"":5,""strict"":5}]"
src/SOURCE/EVENTS.cpp	CombatRemoteCommand	51	2	2	0	Event protocol fragments, site outcomes, reward tables and artwork preserve separate contracts. Actual repeated event costs, hero limits and reversible stat modifiers use shared owners; unequal AI guard quantities are not consolidated.	"[{""name"":""REMOTE_COMMAND"",""retail"":21,""strict"":21},{""name"":""REMOTE_CONFIRM_COMMAND"",""retail"":22,""strict"":22}]"
src/SOURCE/EVENTS.cpp	CombatRemoteFragment	56	4	4	0	Event protocol fragments, site outcomes, reward tables and artwork preserve separate contracts. Actual repeated event costs, hero limits and reversible stat modifiers use shared owners; unequal AI guard quantities are not consolidated.	"[{""name"":""REMOTE_FIRST_HERO_FIRST"",""retail"":1,""strict"":1},{""name"":""REMOTE_FIRST_HERO_SECOND"",""retail"":2,""strict"":2},{""name"":""REMOTE_SECOND_HERO_FIRST"",""retail"":3,""strict"":3},{""name"":""REMOTE_SECOND_HERO_SECOND"",""retail"":4,""strict"":4}]"
src/SOURCE/EVENTS.cpp	UndeadEventConstant	63	29	29	0	Event protocol fragments, site outcomes, reward tables and artwork preserve separate contracts. Actual repeated event costs, hero limits and reversible stat modifiers use shared owners; unequal AI guard quantities are not consolidated.	"[{""name"":""SKELETON_EVENT_SMALL_COUNT"",""retail"":25,""strict"":25},{""name"":""SKELETON_EVENT_MEDIUM_COUNT"",""retail"":50,""strict"":50},{""name"":""SKELETON_EVENT_LARGE_COUNT"",""retail"":100,""strict"":100},{""name"":""SKELETON_EVENT_HUGE_COUNT"",""retail"":200,""strict"":200},{""name"":""SKELETON_EVENT_SMALL_GOLD"",""retail"":500,""strict"":500},{""name"":""SKELETON_EVENT_MEDIUM_GOLD"",""retail"":1000,""strict"":1000},{""name"":""SKELETON_EVENT_LARGE_GOLD"",""retail"":2000,""strict"":2000},{""name"":""SKELETON_EVENT_HUGE_GOLD"",""retail"":5000,""strict"":5000},{""name"":""ZOMBIE_EVENT_SMALL_COUNT"",""retail"":6,""strict"":6},{""name"":""EVENT_SMALL_SUPPORT_COUNT"",""retail"":4,""strict"":4},{""name"":""ZOMBIE_EVENT_MEDIUM_COUNT"",""retail"":15,""strict"":15},{""name"":""EVENT_MEDIUM_SUPPORT_COUNT"",""retail"":10,""strict"":10},{""name"":""ZOMBIE_EVENT_LARGE_COUNT"",""retail"":30,""strict"":30},{""name"":""EVENT_LARGE_SUPPORT_COUNT"",""retail"":20,""strict"":20},{""name"":""ZOMBIE_EVENT_HUGE_COUNT"",""retail"":60,""strict"":60},{""name"":""EVENT_HUGE_SUPPORT_COUNT"",""retail"":40,""strict"":40},{""name"":""EVENT_SUPPORT_STACKS"",""retail"":2,""strict"":2},{""name"":""ZOMBIE_EVENT_SMALL_GOLD"",""retail"":500,""strict"":500},{""name"":""ZOMBIE_EVENT_MEDIUM_GOLD"",""retail"":1000,""strict"":1000},{""name"":""ZOMBIE_EVENT_LARGE_GOLD"",""retail"":3000,""strict"":3000},{""name"":""ZOMBIE_EVENT_HUGE_GOLD"",""retail"":1000,""strict"":1000},{""name"":""GHOST_EVENT_SMALL_COUNT"",""retail"":10,""strict"":10},{""name"":""GHOST_EVENT_MEDIUM_COUNT"",""retail"":15,""strict"":15},{""name"":""GHOST_EVENT_LARGE_COUNT"",""retail"":25,""strict"":25},{""name"":""GHOST_EVENT_HUGE_COUNT"",""retail"":50,""strict"":50},{""name"":""GHOST_EVENT_SMALL_GOLD"",""retail"":1000,""strict"":1000},{""name"":""GHOST_EVENT_MEDIUM_GOLD"",""retail"":2000,""strict"":2000},{""name"":""GHOST_EVENT_LARGE_GOLD"",""retail"":5000,""strict"":5000},{""name"":""GHOST_EVENT_HUGE_GOLD"",""retail"":2000,""strict"":2000}]"
src/SOURCE/EVENTS.cpp	AIEventConstant	95	30	17	13	Event protocol fragments, site outcomes, reward tables and artwork preserve separate contracts. Actual repeated event costs, hero limits and reversible stat modifiers use shared owners; unequal AI guard quantities are not consolidated.	"[{""name"":""EVENT_NO_OWNER"",""retail"":-1,""strict"":-1},{""name"":""EVENT_ROGUE_COUNT"",""retail"":50,""strict"":50},{""name"":""EVENT_GUARD_COUNT_MAX"",""retail"":255,""strict"":255},{""name"":""EVENT_MINE_SPELL_LOOP_END"",""retail"":999,""strict"":999},{""name"":""EVENT_MINE_SPELL_POWER_MAX"",""retail"":51,""strict"":51},{""name"":""EVENT_MINE_SPELL_COUNT_SCALE"",""retail"":5,""strict"":5},{""name"":""EVENT_DAEMON_GOLD"",""retail"":2500,""strict"":2500,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""DAEMON_GOLD""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: DAEMON_GOLD.""},{""name"":""EVENT_SEA_CHEST_GOLD"",""retail"":1500,""strict"":1500,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""SEA_CHEST_GOLD""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: SEA_CHEST_GOLD.""},{""name"":""EVENT_SEA_CHEST_ARTIFACT_GOLD"",""retail"":1000,""strict"":1000,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""SEA_CHEST_ARTIFACT_GOLD""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: SEA_CHEST_ARTIFACT_GOLD.""},{""name"":""EVENT_TREE_GOLD"",""retail"":2000,""strict"":2000,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""TREE_KNOWLEDGE_GOLD_COST""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: TREE_KNOWLEDGE_GOLD_COST.""},{""name"":""EVENT_TREE_GEMS"",""retail"":10,""strict"":10,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""TREE_KNOWLEDGE_GEM_COST""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: TREE_KNOWLEDGE_GEM_COST.""},{""name"":""EVENT_ARTIFACT_GOLD"",""retail"":2000,""strict"":2000,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""ARTIFACT_EVENT_GOLD_COST""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: ARTIFACT_EVENT_GOLD_COST.""},{""name"":""EVENT_ARTIFACT_RESOURCE_3_GOLD"",""retail"":2500,""strict"":2500,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""ARTIFACT_EVENT_RESOURCE_3_GOLD_COST""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: ARTIFACT_EVENT_RESOURCE_3_GOLD_COST.""},{""name"":""EVENT_ARTIFACT_RESOURCE_5_GOLD"",""retail"":3000,""strict"":3000,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""ARTIFACT_EVENT_RESOURCE_5_GOLD_COST""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: ARTIFACT_EVENT_RESOURCE_5_GOLD_COST.""},{""name"":""EVENT_ARTIFACT_RESOURCE_3"",""retail"":3,""strict"":3,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""ARTIFACT_EVENT_RESOURCE_3_AMOUNT""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: ARTIFACT_EVENT_RESOURCE_3_AMOUNT.""},{""name"":""EVENT_ARTIFACT_RESOURCE_5"",""retail"":5,""strict"":5,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""ARTIFACT_EVENT_RESOURCE_5_AMOUNT""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: ARTIFACT_EVENT_RESOURCE_5_AMOUNT.""},{""name"":""EVENT_TELEPORT_STONE_DISTANCE"",""retail"":1,""strict"":1},{""name"":""EVENT_TELEPORT_WHIRLPOOL_DISTANCE"",""retail"":3,""strict"":3},{""name"":""EVENT_ABANDONED_MINE_ARMY_DIVISOR"",""retail"":5,""strict"":5},{""name"":""EVENT_OBSERVATION_RADIUS"",""retail"":20,""strict"":20},{""name"":""EVENT_WINDMILL_EMPTY"",""retail"":99,""strict"":99,""target"":{""file"":""include/SOURCE/EVENTS.h"",""enum"":""MapEventConstant"",""name"":""WINDMILL_EMPTY""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: WINDMILL_EMPTY.""},{""name"":""EVENT_RANDOM_EVENT_SUCCESS"",""retail"":40,""strict"":40},{""name"":""EVENT_RANDOM_PERCENT_MAX"",""retail"":100,""strict"":100},{""name"":""EVENT_BOAT_RESTORE_MODE"",""retail"":3,""strict"":3},{""name"":""EVENT_CURSED_ARTIFACT_COST"",""retail"":750,""strict"":750},{""name"":""EVENT_CURSED_ARTIFACT_GOLD_THRESHOLD"",""retail"":1500,""strict"":1500},{""name"":""EVENT_SIRENS_MIN_ARMY_QUANTITY"",""retail"":1,""strict"":1},{""name"":""EVENT_CREATURE_UPGRADE_MOBILITY"",""retail"":400,""strict"":400},{""name"":""EVENT_HERO_LIMIT"",""retail"":8,""strict"":8,""target"":{""file"":""include/SOURCE/playerData.h"",""enum"":""PlayerDataStorageConstant"",""name"":""PLAYER_HERO_CAPACITY""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: PLAYER_HERO_CAPACITY.""},{""name"":""EVENT_JAILED_HERO"",""retail"":65,""strict"":65,""target"":{""file"":""include/SOURCE/hero.h"",""enum"":""HeroConstant"",""name"":""HERO_AVAILABILITY_JAILED""},""reason"":""Same owner storage/index, selected asset, encoded field or gameplay rule: HERO_AVAILABILITY_JAILED.""}]"
